movie_title,num_critic_for_reviews,duration,director_facebook_likes,actor_1_facebook_likes,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,budget,actor_2_facebook_likes,movie_facebook_likes,imdb_score
Rockaway ,8,90,5,601,355,2395,6,2000000,453,44,4.6
RocknRolla ,209,114,0,27000,194489,46944,192,18000000,18000,12000,7.3
Rocky ,141,145,80,13000,375240,16094,542,960000,1000,0,8.1
Rocky Balboa ,285,139,13000,13000,162130,15111,962,24000000,683,0,7.2
Rodeo Girl ,1,108,431,466,62,1628,4,500000,431,0,5.7
Roger & Me ,40,91,909,909,22800,1048,133,160000,91,667,7.5
Role Models ,173,101,136,833,195255,3400,170,28000000,543,0,6.9
Rollerball ,151,98,323,1000,22264,2763,289,70000000,841,584,3.0
Romeo + Juliet ,106,120,1000,29000,167750,33791,506,14500000,1000,10000,6.8
Romeo Is Bleeding ,30,100,34,10000,10735,13160,88,11500000,721,561,6.6
Romeo Must Die ,70,115,43,5000,57040,9082,365,25000000,848,0,6.1
Ronin ,149,122,287,22000,145422,24270,572,55000000,2000,0,7.3
Room ,421,118,412,805,161288,2499,351,13000000,681,72000,8.3
Rosemary's Baby ,215,136,2000,917,140527,2997,447,2300000,563,13000,8.0
Rosewater ,129,103,593,374,8307,1283,37,5000000,362,5000,6.6
Rotor DR1 ,4,98,0,196,209,199,8,350000,3,240,3.4
Rounders ,128,121,131,13000,121676,14890,290,12000000,940,0,7.4
Royal Kill ,8,90,0,502,476,689,18,350000,119,53,3.2
Rubber ,230,82,248,353,26185,1498,170,500000,248,46000,5.8
Ruby in Paradise ,11,114,9,159,2039,423,28,800000,143,81,7.2
Rudderless ,44,105,0,745,12672,1986,60,5000000,508,0,7.5
Rugrats Go Wild ,45,80,0,971,5674,3017,35,25000000,503,329,5.6
Rugrats in Paris: The Movie ,41,78,0,971,8146,4527,49,30000000,844,181,6.1
Rumble in the Bronx ,62,89,7,186,29843,407,81,7500000,147,0,6.7
Run All Night ,236,114,174,14000,76010,16992,205,50000000,988,15000,6.6
Run Lola Run ,181,81,670,486,161471,623,709,3500000,37,0,7.8
"Run, Hide, Die ",7,75,14,252,106,638,5,50000,132,225,3.7
Runaway Bride ,103,116,0,8000,74274,12790,255,70000000,3000,0,5.5
Runner Runner ,184,88,65,3000,52069,5706,95,30000000,697,0,5.6
Running Scared ,157,122,47,23000,88590,27381,419,17000000,979,0,7.4
Running with Scissors ,132,122,708,433,20000,1291,188,12000000,398,0,6.2
Rush ,393,123,2000,26000,312629,37206,475,38000000,10000,83000,8.1
Rush Hour 2 ,127,90,420,191,160440,664,394,90000000,165,0,6.6
Rush Hour 3 ,162,91,420,268,121084,1125,221,140000000,268,0,6.2
Rushmore ,179,93,0,13000,134458,15716,640,9000000,933,5000,7.7
Rust ,3,95,1000,1000,300,1056,8,250000,53,141,5.7
S.W.A.T. ,144,117,69,10000,119807,14486,340,80000000,1000,0,6.0
Sabotage ,233,109,453,1000,47498,1458,212,35000000,206,10000,5.7
Sabotage ,233,109,453,1000,47502,1458,212,35000000,206,10000,5.7
Safe ,258,94,132,26000,83097,27759,134,30000000,828,12000,6.5
Safe Haven ,184,115,529,576,78008,1554,160,28000000,447,23000,6.7
Safe House ,298,115,79,18000,166693,36237,276,85000000,16000,19000,6.8
Safe Men ,33,88,29,499,2735,1141,52,1000000,230,157,6.1
Safety Not Guaranteed ,271,86,365,934,101287,2714,260,750000,830,31000,7.0
Sahara ,163,124,42,11000,77673,13073,463,130000000,973,0,6.0
Saint John of Las Vegas ,45,85,0,22000,2522,36885,11,3800000,12000,407,5.8
Saint Ralph ,47,98,12,393,4976,955,52,6000000,259,989,7.6
Saints and Soldiers ,33,90,38,214,17725,587,157,780000,115,1000,6.8
Salt ,330,101,176,11000,245621,12406,514,110000000,702,23000,6.4
Salvador ,48,122,0,854,15175,2762,89,4500000,652,1000,7.5
Salvation Boulevard ,48,96,3,472,3788,561,31,9000000,39,1000,5.3
Samsara ,115,102,330,48,22457,48,69,4000000,0,26000,8.5
San Andreas ,358,114,62,12000,147497,16718,499,110000000,2000,52000,6.1
Sanctum ,244,108,24,2000,47003,3892,215,30000000,942,11000,5.9
Sands of Iwo Jima ,40,109,23,183,7346,510,69,1000000,102,624,7.2
Sarah's Key ,136,111,15,1000,12937,2140,73,10000000,767,0,7.5
Sardaar Ji ,1,141,2,258,745,434,8,3000000,85,50,6.6
Sausage Party ,65,89,5,11000,3302,15795,14,19000000,4000,13000,7.5
Savage Grace ,121,97,4,13000,8867,15093,65,4600000,1000,0,5.9
Savages ,339,141,0,749,104301,1948,269,45000000,463,28000,6.5
Save the Last Dance ,101,112,49,656,47876,1307,320,13000000,363,0,6.1
Saved! ,121,92,12,3000,40274,5668,324,5000000,835,0,6.9
Saving Mr. Banks ,405,125,102,15000,117719,19809,306,35000000,2000,39000,7.5
Saving Private Ryan ,219,169,14000,15000,881236,44998,2277,70000000,14000,22000,8.6
Saving Silverman ,97,96,221,240,33287,664,201,22000000,226,739,5.9
Saw ,287,103,0,2000,299127,5161,1509,1200000,878,0,7.7
Saw 3D: The Final Chapter ,178,90,52,723,67978,1978,279,20000000,346,12000,5.6
Saw II ,250,95,163,1000,188679,4134,864,4000000,654,0,6.6
Saw III ,210,121,163,723,142115,3189,614,10000000,651,0,6.2
Saw IV ,190,96,163,723,111087,3492,319,10000000,651,0,5.9
Saw V ,160,95,43,3000,88529,5286,262,10800000,723,0,5.8
Saw VI ,156,92,52,723,76207,3101,194,11000000,651,0,6.0
Say It Isn't So ,87,95,6,849,11375,2413,91,25000000,841,295,4.9
Scarface ,147,142,0,14000,537442,16464,851,25000000,670,19000,8.3
Scary Movie 2 ,127,83,322,1000,119590,1645,548,45000000,422,0,5.2
Scary Movie 3 ,151,84,119,807,111526,3629,347,48000000,780,0,5.5
Scary Movie 4 ,151,89,119,2000,93748,5855,410,45000000,869,1000,5.1
Scary Movie 5 ,153,88,92,31000,50337,34319,177,20000000,881,13000,3.5
Schindler's List ,174,185,14000,14000,865020,15233,1273,22000000,795,41000,8.9
School Daze ,22,121,0,413,4756,1284,38,6500000,282,624,5.8
School for Scoundrels ,110,108,480,970,26100,4374,97,20000000,931,484,5.9
School of Rock ,204,108,0,2000,210680,4403,479,35000000,931,0,7.1
Scooby-Doo ,138,86,67,4000,71424,6355,521,84000000,2000,0,4.9
Scooby-Doo 2: Monsters Unleashed ,94,93,67,4000,33180,7800,149,80000000,2000,567,4.9
Scoop ,177,96,11000,19000,66840,20132,248,4000000,427,0,6.7
Scott Pilgrim vs. the World ,393,112,1000,10000,273921,12687,522,60000000,1000,36000,7.5
Scott Walker: 30 Century Man ,48,95,3,30,1006,119,11,500000,27,808,7.3
Scream ,242,103,0,611,222018,1212,869,15000000,422,11000,7.2
Scream 2 ,195,120,0,865,124941,2321,488,24000000,851,0,6.1
Scream 3 ,212,116,0,287,98535,600,734,40000000,157,0,5.5
Scream 4 ,420,111,0,2000,104119,4486,518,40000000,741,26000,6.2
Screwed ,29,81,25,931,6965,3848,69,10000000,744,262,5.7
Scrooged ,88,101,503,13000,61396,18734,159,32000000,1000,11000,7.0
Se7en ,216,127,21000,11000,1023511,22678,1080,33000000,11000,39000,8.6
Sea of Love ,43,113,17,14000,30213,15914,112,19000000,599,0,6.8
Sea Rex 3D: Journey to a Prehistoric World ,7,41,0,55,296,55,4,5000000,0,89,6.9
Seabiscuit ,175,140,378,12000,57661,13808,455,87000000,947,0,7.3
Secondhand Lions ,82,111,23,3000,43378,9638,292,30000000,3000,0,7.6
Secret in Their Eyes ,155,111,53,8000,20186,9941,81,19500000,963,0,6.2
Secret Window ,195,96,192,40000,147504,41293,531,40000000,534,0,6.6
Secretariat ,160,123,130,826,20827,2259,136,35000000,638,0,7.2
Secretary ,163,104,30,769,67949,2251,390,4000000,413,15000,7.1
See Spot Run ,51,94,14,1000,7392,4194,53,35000000,1000,393,5.4
Seed of Chucky ,148,88,64,1000,28632,2567,214,12000000,857,0,4.9
Seeking a Friend for the End of the World ,265,101,63,7000,87203,7747,221,10000000,353,25000,6.7
Selena ,37,127,16,565,19126,1735,155,20000000,441,0,6.7
Self/less ,178,117,763,16000,57674,17847,126,26000000,543,11000,6.5
Selma ,364,128,151,1000,61114,3869,212,20000000,1000,22000,7.5
Semi-Pro ,164,99,3,8000,67005,10026,119,55000000,509,0,5.8
Sense and Sensibility ,69,136,0,25000,78392,41059,196,16500000,14000,0,7.7
September Dawn ,43,111,58,482,2618,1526,111,11000000,362,411,5.8
Serendipity ,122,82,23,11,85423,37,374,28000000,9,12000,6.9
Serenity ,276,119,0,2000,242599,2853,1594,40000000,505,14000,8.0
Serial Mom ,52,95,0,899,21212,3092,107,13000000,849,3000,6.7
Serving Sara ,64,99,71,2000,14315,4169,101,29000000,719,201,5.3
Session 9 ,127,100,122,210,43839,469,481,1500000,148,0,6.5
Set It Off ,29,123,473,890,10139,3661,70,9000000,851,0,6.8
Seven Pounds ,202,123,125,10000,232710,14727,599,55000000,3000,26000,7.7
Seven Psychopaths ,401,110,454,2000,185845,4757,284,15000000,906,52000,7.2
Seven Samurai ,153,202,0,304,229012,338,596,2000000,8,11000,8.7
Seven Years in Tibet ,76,136,218,11000,96385,12226,119,70000000,691,0,7.0
Seventh Son ,175,102,44,12000,54501,17098,154,95000000,3000,16000,5.5
Severance ,200,90,76,798,31890,2217,194,5000000,769,0,6.6
Sex and the City 2 ,221,146,127,962,59581,4555,293,100000000,740,0,4.3
Sex Drive ,102,129,51,948,72715,4324,103,19000000,822,0,6.5
Sex Tape ,201,94,52,683,84382,1488,158,40000000,392,0,5.1
"Sex, Lies, and Videotape ",58,100,0,828,37785,1431,95,1200000,531,2000,7.2
Sgt. Bilko ,23,93,36,592,17810,2176,73,39000000,516,478,5.7
Shade ,25,101,0,240,10771,490,65,6800000,83,413,6.4
Shadow Conspiracy ,24,103,170,849,3803,2457,41,45000000,623,68,4.9
Shadow of the Vampire ,196,92,54,776,34191,1761,339,8000000,595,0,6.9
Shadowlands ,23,115,0,12000,13455,13619,87,22000000,1000,2000,7.4
Shaft ,160,99,309,23000,58416,26527,301,46000000,1000,0,5.9
Shakespeare in Love ,134,123,108,1000,175524,1690,752,25000000,264,0,7.2
Shalako ,10,113,74,984,1978,2140,41,1455000,423,209,5.5
Shall We Dance ,118,106,23,1000,35508,2325,211,50000000,593,0,6.1
Shallow Hal ,109,114,101,700,109445,2842,426,40000000,655,0,5.9
Shame ,486,101,0,13000,145395,15230,375,6500000,898,23000,7.3
Shanghai Knights ,165,114,71,154,81444,428,192,50000000,131,955,6.2
Shanghai Noon ,146,110,9,485,96690,939,293,55000000,110,0,6.6
Shanghai Surprise ,21,97,3,400,4081,805,28,17000000,193,154,3.0
Shaolin Soccer ,246,85,0,478,56923,700,243,10000000,83,0,7.3
Shark Lake ,18,92,3,11000,838,13583,17,2000000,1000,728,3.4
Shark Night 3D ,231,90,160,963,20823,4952,130,25000000,936,0,4.0
Shark Tale ,143,90,10,22000,132415,63165,288,75000000,17000,0,6.0
Sharknado ,139,97,48,984,34532,3075,236,1000000,697,93000,3.3
Sharkskin ,1,100,0,749,6,1814,1,2100000,354,14,6.7
Shattered ,29,98,5,18000,25450,20472,118,20000000,867,0,6.7
Shattered Glass ,129,99,53,4000,28855,8297,190,6000000,3000,0,7.2
Shaun of the Dead ,246,99,1000,605,395921,1686,859,4000000,427,19000,8.0
She Done Him Wrong ,35,66,16,418,4152,583,59,200000,85,328,6.5
She Wore a Yellow Ribbon ,55,103,673,281,11920,955,90,1600000,230,721,7.4
She's All That ,96,95,7,23000,67115,28734,389,10000000,1000,0,5.8
She's Gotta Have It ,26,88,0,539,4769,708,26,175000,53,406,6.5
She's Out of My League ,180,104,14,2000,101730,5707,131,20000000,934,0,6.4
She's the Man ,91,105,99,17000,116762,20109,261,20000000,1000,0,6.4
She's the One ,43,96,0,385,13949,995,98,3500000,356,453,6.1
Sheena ,21,117,71,433,3334,611,52,25000000,54,739,4.8
Sherlock Holmes ,415,128,0,21000,477300,23996,621,90000000,979,20000,7.6
Sherlock Holmes: A Game of Shadows ,382,129,0,21000,338635,22403,412,125000000,979,39000,7.5
Sherrybaby ,78,96,38,363,10282,774,78,2000000,223,474,6.6
Shine ,71,105,96,509,43013,888,104,5500000,294,0,7.7
Shinjuku Incident ,53,119,3,556,9177,996,53,15000000,353,821,7.1
Shipwrecked ,6,92,8,35,1984,47,14,60000000,6,278,6.7
Sholem Aleichem: Laughing in the Darkness ,29,93,0,399,154,660,5,500000,169,287,6.8
Shooter ,198,124,845,650,256213,1640,338,61000000,467,0,7.2
Shooting Fish ,43,99,13,419,6705,975,53,3000000,254,167,6.6
Shooting the Warwicks ,4,95,89,471,81,705,1,250000,89,47,6.2
Short Cut to Nirvana: Kumbh Mela ,15,85,0,66,131,66,13,200000,0,30,7.2
Shortbus ,160,101,263,71,27346,226,206,2000000,51,0,6.5
Shorts ,103,89,0,87000,5332,88422,37,40000000,570,431,4.9
Show Boat ,14,108,24,960,3538,2329,46,2295429,715,438,7.0
Show Me ,10,97,0,918,369,1163,5,900000,100,12,6.0
Showdown in Little Tokyo ,45,79,73,1000,12561,2404,102,8000000,1000,0,6.0
Showgirls ,181,131,719,16000,49874,18913,450,45000000,893,0,4.6
Shrek ,212,90,80,145,467113,275,945,60000000,50,0,7.9
Shrek 2 ,205,93,80,692,314630,1148,483,150000000,309,0,7.2
Shrek Forever After ,226,93,31,4000,138661,4628,173,165000000,225,0,6.4
Shrek the Third ,227,93,50,3000,211971,4705,326,160000000,795,0,6.1
Shutter ,135,90,5,449,26609,1534,148,8000000,332,0,5.2
Shutter Island ,490,138,17000,29000,786092,29585,964,80000000,223,53000,8.1
Sicario ,478,121,777,455,196217,1467,461,30000000,221,59000,7.6
Sicko ,263,123,909,909,66610,1633,429,9000000,203,0,8.0
Side Effects ,450,106,0,17000,148327,18469,274,30000000,681,29000,7.1
Side Effects ,450,106,0,17000,148334,18469,274,30000000,681,29000,7.1
Sideways ,285,126,729,912,149966,2170,835,12000000,306,0,7.5
Signs ,208,106,0,710,271592,1675,2335,72000000,529,0,6.7
Silent Hill ,267,132,50,992,172792,1933,1740,50000000,495,0,6.6
Silent Hill: Revelation 3D ,173,95,83,991,49888,2173,220,20000000,494,25000,5.0
Silent House ,218,86,9,120,18566,218,154,2000000,44,0,5.3
Silent Movie ,39,87,0,898,12666,2951,61,4400000,842,629,6.7
Silent Running ,87,89,136,844,20678,1080,199,1000000,184,0,6.7
Silent Trigger ,14,88,85,825,2699,1432,29,9000000,476,154,5.6
Silmido ,15,135,0,28,3290,97,17,8000000,15,387,7.2
Silver Linings Playbook ,539,122,737,34000,533607,72115,692,21000000,22000,117000,7.8
Silver Medallist ,5,99,0,11,1418,19,4,15000000,4,30,7.4
Silverado ,46,133,759,826,28247,1154,149,26000000,130,0,7.2
Simon Birch ,60,114,160,1000,18366,1816,219,30000000,367,0,6.9
Simply Irresistible ,35,96,3,4000,11439,5668,190,6000000,812,901,5.3
Sin City ,374,147,436,3000,656640,3924,1732,40000000,472,13000,8.1
Sin City: A Dame to Kill For ,339,102,436,23000,111102,49433,239,65000000,13000,32000,6.5
Sinbad: Legend of the Seven Seas ,98,85,0,11000,36144,11301,91,60000000,102,880,6.7
Singin' in the Rain ,169,103,134,804,150020,2510,568,2540800,786,0,8.3
Sinister ,411,110,301,1000,155153,2239,524,3000000,419,58000,6.8
Sinister 2 ,189,97,11,1000,25210,2403,126,10000000,412,13000,5.2
Six Days Seven Nights ,97,98,425,11000,60910,12729,164,70000000,643,0,5.7
Six-String Samurai ,51,91,4,33,5613,36,102,2000000,3,0,6.7
Skin Trade ,66,96,3,2000,5228,2802,38,9000000,368,0,5.7
Sky Captain and the World of Tomorrow ,197,106,14,11000,72868,12871,618,70000000,1000,0,6.1
Sky High ,127,100,31,947,61321,2968,217,35000000,742,0,6.2
Skyfall ,750,143,0,883,522030,2039,1498,200000000,563,80000,7.8
Skyfall ,750,143,0,883,522048,2039,1498,200000000,563,80000,7.8
Skyline ,221,97,25,929,76199,3679,944,10000000,927,13000,4.4
Slacker ,61,100,0,5,15103,5,80,23000,0,2000,7.1
Slacker Uprising ,27,102,909,909,2242,1674,15,2000000,562,69,5.3
Slackers ,66,86,4,960,12437,2415,107,11000000,448,405,5.3
Slam ,16,100,12,245,1976,295,51,1000000,38,603,7.2
Sleep Dealer ,47,90,8,426,5699,862,40,2500000,399,0,5.9
Sleep Tight ,191,102,57,331,23756,526,48,5000000,93,0,7.2
Sleeper ,66,89,11000,11000,33335,11192,128,2000000,66,0,7.3
Sleepers ,73,147,272,22000,154487,37076,259,44000000,11000,0,7.5
Sleepover ,52,89,18,7000,12706,13626,75,10000000,2000,0,5.3
Sliding Doors ,88,99,29,711,52805,1462,278,9000000,427,0,6.8
Sling Blade ,104,148,0,3000,72443,3967,309,890000,324,0,8.0
Slither ,251,95,571,499,61912,1120,352,15500000,298,0,6.5
Slow Burn ,40,93,7,1000,3299,4329,24,15500000,1000,191,5.9
Slumdog Millionaire ,418,120,0,668,641997,820,1017,15000000,56,13000,8.0
Slums of Beverly Hills ,60,91,84,1000,9427,2691,79,5000000,778,462,6.6
Small Apartments ,33,96,68,2000,5732,3683,26,2000000,811,0,6.1
Small Soldiers ,100,108,287,4000,77415,8610,139,40000000,835,0,6.1
Small Time Crooks ,128,94,11000,11000,31169,23283,192,18000000,11000,812,6.7
Smiling Fish & Goat on Fire ,21,90,4,20000,2631,20814,26,40000,467,0,7.6
Smilla's Sense of Snow ,50,121,55,1000,11747,3125,99,35000000,1000,561,6.4
Smoke Signals ,56,89,149,912,8224,3163,132,2000000,752,0,7.2
Smokin' Aces ,186,109,248,16000,121058,19410,482,17000000,988,3000,6.7
Snake Eyes ,117,98,0,12000,64121,15269,241,69000000,854,880,5.9
Snakes on a Plane ,285,105,160,852,115650,2603,1033,33000000,521,4000,5.6
Snakes on a Plane ,285,105,160,852,115649,2604,1033,33000000,521,4000,5.6
Snatch ,151,104,0,26000,600996,39175,726,6000000,11000,27000,8.3
Snatch ,151,104,0,26000,600996,39175,726,6000000,11000,27000,8.3
Snitch ,238,112,29,12000,64747,15800,122,15000000,1000,12000,6.5
Snitch ,238,112,29,12000,64748,15800,122,15000000,1000,12000,6.5
Snow Day ,42,89,13,571,9285,2241,91,13000000,442,0,4.9
Snow Dogs ,67,99,32,773,20219,2916,100,35000000,664,0,5.1
Snow Falling on Cedars ,95,127,96,746,12375,2393,194,36000000,602,846,6.8
Snow Flower and the Secret Fan ,56,104,61,974,3024,2430,22,6000000,595,0,6.1
Snow Queen ,10,80,0,99,1159,218,9,7000000,62,453,5.3
Snow White and the Huntsman ,416,132,274,26000,228554,72881,710,170000000,17000,53000,6.1
Snow White and the Seven Dwarfs ,145,83,0,82,133348,229,204,2000000,47,0,7.7
Snow White: A Deadly Summer ,7,83,142,458,634,1549,14,1000000,383,150,2.2
Snow White: A Tale of Terror ,22,100,2,642,8118,2170,69,26000000,638,0,6.3
Snowpiercer ,488,126,584,11000,181472,12286,514,39200000,557,58000,7.0
Solaris ,144,115,0,29,54057,95,236,1000000,29,0,8.1
Soldier ,67,99,545,933,44248,2542,373,75000000,722,0,6.0
Solitary Man ,116,90,34,966,13371,2661,60,15000000,681,0,6.4
Solomon and Sheba ,14,141,54,746,2017,1332,33,5000000,333,270,6.2
Some Guy Who Kills People ,131,97,19,778,4550,2515,58,300000,456,0,6.4
Some Like It Hot ,181,120,0,105,175196,527,350,2883848,103,10000,8.3
Someone Like You... ,92,97,956,20000,19709,20798,167,23000000,551,0,6.1
Something Borrowed ,128,112,42,969,48019,2371,153,35000000,826,13000,5.9
Something Wicked ,7,95,39,1000,976,3024,15,3000000,747,395,4.8
Something's Gotta Give ,145,128,278,18000,91092,22679,402,80000000,4000,0,6.7
Somewhere ,301,97,0,227,35848,684,198,7000000,218,0,6.3
Somewhere in Time ,41,103,82,208,21049,454,249,5100000,191,0,7.3
Son of God ,61,170,25,329,15448,775,174,22000000,134,15000,5.6
Son of the Mask ,78,94,6,490,40751,1195,239,84000000,294,881,2.2
Song One ,43,86,4,11000,6797,12772,21,6000000,485,0,5.8
Songcatcher ,39,109,9,767,2794,2187,78,1800000,380,0,7.3
Sorcerer ,84,92,607,813,9513,1011,116,12000000,85,0,7.7
Sorority Boys ,53,93,32,529,12007,2393,105,12000000,526,507,5.4
Sorority Row ,167,101,10,1000,24012,3142,126,16000000,668,0,5.1
Soul Food ,34,115,88,1000,5275,4737,30,7500000,1000,508,6.9
Soul Kitchen ,115,99,766,595,29203,1519,26,4000000,486,0,7.3
Soul Plane ,75,92,29,939,18271,3935,150,16000000,881,0,4.4
Soul Surfer ,110,106,80,2000,35514,5024,114,18000000,795,15000,7.1
Soul Survivors ,64,84,12,159,7277,417,181,14000000,102,231,3.9
Source Code ,522,93,0,15000,379462,16034,571,32000000,491,56000,7.5
South Park: Bigger Longer & Uncut ,163,81,406,893,162037,3003,928,21000000,795,0,7.8
Southland Tales ,173,160,219,1000,32671,2340,238,17000000,876,0,5.5
Southpaw ,305,124,845,15000,147128,16881,277,30000000,1000,44000,7.5
Space Battleship Yamato ,44,138,7,84,4899,164,49,12000000,33,0,6.1
Space Chimps ,85,81,16,541,8860,2268,45,37000000,521,279,4.5
Space Cowboys ,169,130,16000,16000,60165,17771,326,65000000,495,0,6.4
Space Dogs ,16,85,0,21,891,48,8,25000000,15,200,5.2
Space Jam ,46,88,30,13000,112167,15001,123,80000000,967,0,6.3
Spaceballs ,103,96,0,1000,136667,2936,273,22700000,605,13000,7.1
Spaced Invaders ,16,100,32,610,2580,1441,54,3000000,232,710,5.3
Spanglish ,124,131,274,11000,65668,12522,342,80000000,964,0,6.5
Sparkle ,82,116,70,1000,5161,5804,48,17000000,876,0,5.7
Spawn ,70,98,20,2000,52805,7039,209,40000000,2000,0,5.2
Special ,56,81,0,975,4862,2694,37,1000000,645,0,6.9
Species ,97,108,79,900,61018,1715,140,35000000,759,0,5.8
Spectre ,602,148,0,11000,275868,11700,994,245000000,393,85000,6.8
Speed ,114,116,101,18000,260981,20966,373,25000000,946,0,7.2
Speed 2: Cruise Control ,79,121,101,673,60573,2027,248,160000000,368,894,3.7
Speed Racer ,284,135,0,690,57873,902,414,120000000,107,0,6.1
Speedway Junky ,8,105,5,590,1434,1042,43,1000000,231,27,5.2
Spellbound ,97,95,13000,472,32927,896,161,1696377,239,0,7.6
Sphere ,108,134,272,548,81611,1044,274,75000000,270,0,6.0
Sphinx ,2,118,76,902,892,2079,21,14000000,488,106,5.2
Spice World ,33,93,14,1000,28377,2176,261,25000000,401,0,3.3
Spider ,157,98,0,530,30096,1381,213,8000000,387,0,6.8
Spider-Man ,291,121,0,24000,544665,40484,2012,139000000,11000,5000,7.3
Spider-Man 2 ,300,135,0,24000,411164,43388,1303,200000000,11000,0,7.3
Spider-Man 3 ,392,156,0,24000,383056,46055,1902,258000000,11000,0,6.2
Spider-Man 3 ,392,156,0,24000,383071,46055,1902,258000000,11000,0,6.2
Spirit: Stallion of the Cimarron ,106,83,21,13000,44143,14261,216,80000000,503,4000,7.0
Spirited Away ,246,125,6000,17,417971,44,902,19000000,10,28000,8.6
Splash ,43,111,2000,15000,54723,15361,99,8000000,161,0,6.2
